"courseID","course_title","id","value","name","full_name","section_name","semester","document","goal","keyword","color","section","school","session","instructor","course_description","department","origin","total_enrolled","N.Sections","course_desc","year","all_semesters","course_level","clean_course_desc","text","nkeywords","all_keywords","all_goals","sustainability_classification","freq"
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,15,"groundwater","#56C02B",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",4,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,6,"groundwater","#26BDE2",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",1,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,13,"acid rain","#3F7E44",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",4,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,11,"landslides","#FD9D24",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",5,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,11,"rain","#FD9D24",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",5,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,12,"groundwater","#BF8B2E",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",1,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,13,"fossil fuel","#3F7E44",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",4,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,7,"fuel","#FCC30B",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",1,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,13,"ozone","#3F7E44",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",4,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,15,"landslides","#56C02B",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",4,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,13,"global warming","#3F7E44",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",4,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,11,"civilization","#FD9D24",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",5,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-108","Crises of a Planet",23,"Category IV","Science and Its Significance ","Category IV - Science and Its Significance ","","SP24",45498,16,"crises","#00689D",24872,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Vidale, John, Emilio","Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","GEOL",20241,58,7,"Crises of a Planet -  - Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour s. One all-day or overnight field trip.","AY24","F19, SP21, SP22, SP23, SP24","undergrad lower division","crises of a planet      impact of civilization on planet earth  and impact of earth's natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ","crises of a planet      impact of civilization on planet earth  and impact of earth s natural evolution on society  earthquakes  volcanism  landslides  floods  global warming  acid rain  groundwater depletion and pollution  mineral and fossil fuel depletion  formation of the ozone hole  lecture  3 hours  laboratory  2 hour s  one all day or overnight field trip ",1,"fossil fuel,earthquakes,landslides,floods,groundwater,global warming,ozone,civilization,rain,crises,acid rain,fuel","6,7,11,12,13,15,16","Sustainability-Focused",1
"GEOL-126","The History of Life on Earth: A View from the Museum",33,"D","Life Sciences","D - Life Sciences","","SP24",45499,11,"los angeles","#FD9D24",24900,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Corsetti, Frank","Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.","GEOL",20241,536,19,"The History of Life on Earth: A View from the Museum -  - Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.","AY24","SP20, SP21, SP22, SP23, SP24","undergrad lower division","the history of life on earth  a view from the museum      topically driven exploration of evolution  environmental change  and the history of life on earth via the fossil record with the natural history domain of los angeles as a laboratory  how the changing earth and life co evolved through time ","the history of life on earth  a view from the museum      topically driven exploration of evolution  environmental change  and the history of life on earth via the fossil record with the natural history domain of los angeles as a laboratory  how the changing earth and life co evolved through time ",2,"environmental change,natural history,museum,los angeles","11,15","Sustainability-Focused",1
"GEOL-126","The History of Life on Earth: A View from the Museum",33,"D","Life Sciences","D - Life Sciences","","SP24",45499,15,"environmental change","#56C02B",24900,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Corsetti, Frank","Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.","GEOL",20241,536,19,"The History of Life on Earth: A View from the Museum -  - Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.","AY24","SP20, SP21, SP22, SP23, SP24","undergrad lower division","the history of life on earth  a view from the museum      topically driven exploration of evolution  environmental change  and the history of life on earth via the fossil record with the natural history domain of los angeles as a laboratory  how the changing earth and life co evolved through time ","the history of life on earth  a view from the museum      topically driven exploration of evolution  environmental change  and the history of life on earth via the fossil record with the natural history domain of los angeles as a laboratory  how the changing earth and life co evolved through time ",2,"environmental change,natural history,museum,los angeles","11,15","Sustainability-Focused",1
"GEOL-126","The History of Life on Earth: A View from the Museum",33,"D","Life Sciences","D - Life Sciences","","SP24",45499,11,"museum","#FD9D24",24900,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Corsetti, Frank","Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.","GEOL",20241,536,19,"The History of Life on Earth: A View from the Museum -  - Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.","AY24","SP20, SP21, SP22, SP23, SP24","undergrad lower division","the history of life on earth  a view from the museum      topically driven exploration of evolution  environmental change  and the history of life on earth via the fossil record with the natural history domain of los angeles as a laboratory  how the changing earth and life co evolved through time ","the history of life on earth  a view from the museum      topically driven exploration of evolution  environmental change  and the history of life on earth via the fossil record with the natural history domain of los angeles as a laboratory  how the changing earth and life co evolved through time ",2,"environmental change,natural history,museum,los angeles","11,15","Sustainability-Focused",1
"GEOL-126","The History of Life on Earth: A View from the Museum",33,"D","Life Sciences","D - Life Sciences","","SP24",45499,15,"natural history","#56C02B",24900,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Corsetti, Frank","Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.","GEOL",20241,536,19,"The History of Life on Earth: A View from the Museum -  - Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.","AY24","SP20, SP21, SP22, SP23, SP24","undergrad lower division","the history of life on earth  a view from the museum      topically driven exploration of evolution  environmental change  and the history of life on earth via the fossil record with the natural history domain of los angeles as a laboratory  how the changing earth and life co evolved through time ","the history of life on earth  a view from the museum      topically driven exploration of evolution  environmental change  and the history of life on earth via the fossil record with the natural history domain of los angeles as a laboratory  how the changing earth and life co evolved through time ",2,"environmental change,natural history,museum,los angeles","11,15","Sustainability-Focused",1
"GEOL-150","Climate Change",34,"E","Physical Sciences","E - Physical Sciences","","F24",50767,15,"global warming","#56C02B",24920,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Stott, Lowell","Exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases, the threat to human society know as global warming.","GEOL",20243,0,10,"Climate Change -  - Exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases, the threat to human society know as global warming.","AY25","F19, F20, SP21, F21, F22, SP23, F23, F24","undergrad lower division","climate change      exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases  the threat to human society know as global warming ","climate change      exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases  the threat to human society know as global warming ",1,"greenhouse gases,climate change,global warming,human society,greenhouse","2,11,13,15","Sustainability-Focused",1
"GEOL-150","Climate Change",34,"E","Physical Sciences","E - Physical Sciences","","F24",50767,13,"climate change","#3F7E44",24920,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Stott, Lowell","Exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases, the threat to human society know as global warming.","GEOL",20243,0,10,"Climate Change -  - Exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases, the threat to human society know as global warming.","AY25","F19, F20, SP21, F21, F22, SP23, F23, F24","undergrad lower division","climate change      exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases  the threat to human society know as global warming ","climate change      exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases  the threat to human society know as global warming ",3,"greenhouse gases,climate change,global warming,human society,greenhouse","2,11,13,15","Sustainability-Focused",1
"GEOL-150","Climate Change",34,"E","Physical Sciences","E - Physical Sciences","","F24",50767,11,"human society","#FD9D24",24920,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Stott, Lowell","Exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases, the threat to human society know as global warming.","GEOL",20243,0,10,"Climate Change -  - Exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases, the threat to human society know as global warming.","AY25","F19, F20, SP21, F21, F22, SP23, F23, F24","undergrad lower division","climate change      exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases  the threat to human society know as global warming ","climate change      exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases  the threat to human society know as global warming ",1,"greenhouse gases,climate change,global warming,human society,greenhouse","2,11,13,15","Sustainability-Focused",1
"GEOL-150","Climate Change",34,"E","Physical Sciences","E - Physical Sciences","","F24",50767,13,"greenhouse gases","#3F7E44",24920,"Dana and David Dornsife College of Letters, Arts and Sciences",1,"Stott, Lowell","Exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases, the threat to human society know as global warming.","GEOL",20243,0,10,"Climate Change -  - Exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases, the threat to human society know as global warming.","AY25","F19, F20, SP21, F21, F22, SP23, F23, F24","undergrad lower division","climate change      exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases  the threat to human society know as global warming ","climate change      exploration of factors that influence climate and the scientific basis for concern about rising greenhouse gases  the threat to human society know as global warming ",3,"greenhouse gases,climate change,global warming,human society,greenhouse","2,11,13,15","Sustainability-Focused",1
