SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
11243,ARCH,ARCH-534,1,3,3,Landscape Construction: Topographic Design,C,,Y,9:00,11:50,T,0,,"Robinson, Alexander",,0,"Techniques, strategies, materials, and standards to topographic design and construction in landscape architecture. In-class labs practice basic grading, drainage design, and stormwater management."
11431,ARCH,ARCH-535,1,3,3,Landscape Construction: Performance Approaches,C,,Y,9:00,11:50,H,0,,"Robinson, Alexander",WAH212,0,"Develop tools and knowledge to expand the performative boundaries of landscape architecture beyond common typologies. Topics range from ecological infrastructure to design with weather patterns. A systematic approach to case studies, landscape technologies, and field trips seeds the knowledge base a"
,,,,,,,,,,,,,,,,,,nd representational methods necessary to design and build these complex landscape performances.
11257,ARCH,ARCH-537,1,3,3,Plant Ecology + Identification,C,,Y,9:00,11:50,M,0,,"Brown, Isaac",HAR102,0,Principles and concepts of plant ecology and regional plant identification; introduction to California native plant species and communities with field trips and case studies.
11223,ARCH,ARCH-541B,1,6,6,Landscape Architecture Design,CL,,Y,13:00,17:50,MW,0,,"Tajima, Takako",OFFICE,0,Projects in urban settings with emphasis on landscape continuities
,,,,,,,,,,,,,,,,,,as well as development of integrative schematic proposals and
,,,,,,,,,,,,,,,,,,detailed open space design.
,,,,,,,,,,13:00,14:50,F,,,,OFFICE,,
11442,ARCH,ARCH-542B,1,6,6,Landscape Architecture Design,CL,,Y,13:00,17:50,MW,0,,"Gabrielian, Aroussiak",OFFICE,0,Projects for the public realm with emphasis on urbanity and
,,,,,,,,,,,,,,,,,,"connectivity, place and meaning."
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,14:00,15:50,F,,,,OFFICE,,
11242,ARCH,ARCH-545,1,3,3,Contemporary Theories of Landscape Architecture,C,,Y,13:00,15:50,T,0,,,HAR102,0,"Explores contemporary landscape architecture theories, propositions and projects in the context of cities. The exploration methodology includes the study of epochal projects and theoretical texts."
11245,ARCH,ARCH-547,1,3,3,Advanced Topics in Urban Ecology,C,,Y,9:00,11:50,T,0,,"Kent, Douglas",WAH212,0,"Builds on knowledge related to the impacts of anthropocentrism on our current environmental/landscape condition - stresses on biodiversity, urban heat island, sea-level rise, etc, and strategies at mitigating these conditions - urban forestry, building soils, etc."
11247,ARCH,ARCH-548,1,3,3,Media for Landscape Architecture: 3D Design,C,,Y,9:00,11:50,W,0,,"Gabrielian, Aroussiak",OFFICE,0,Developing and communicating landscape architecture design intent using visualization tools for three-dimensional studies.
11226,ARCH,ARCH-550,1,3,3,Heritage Conservation Policy and Planning,C,,Y,18:00,20:50,H,0,,"Drake Reitan, Meredith",THH111,0,"Conservation practice within an economic, political, and cultural context looking at the regulatory environment, public advocacy and policy, real estate development, heritage tourism, environmental sustainability, cultural diversity, and interpretation. Recommended Preparation: ARCH-549."
11446,ARCH,ARCH-551,1,3,3,Conservation Methods and Materials,C,,Y,9:00,11:50,W,0,,"Hall, Peyton",HAR102,0,"Concepts and techniques for building conservation including identification of treatments, recordation and research, material properties and behavior, building forensics, and project implementation. Recommended preparation: ARCH-549."
11357,ARCH,ARCH-554,1,3,3,Heritage Conservation Practicum  Advanced Documentation,C,,Y,14:00,16:50,W,0,,"Olnick, Cindy",OFFICE,0,Heritage conservation practicum utilizing in-depth documentation methodology to explore the historic built environment of greater Los Angeles. Topics will vary from year to year; may be repeated for credit when subject matter is different.
11349,ARCH,ARCH-555,1,2,2,Global Perspectives in Heritage Conservation,C,,Y,19:00,20:50,T,0,,"Bharne, Vinayak, Mohanlal",HAR102,0,"In-depth analysis of international heritage conservation practice with a focus on a single country, continent, or world region outside the United States. Topics will vary from year to year; may be repeated for credit when subject matter is different."
11359,ARCH,ARCH-556,1,2,2,Readings in Heritage Conservation Theory,C,,Y,10:00,11:50,M,0,,"Sandmeier, Trudi, G.",OFFICE,0,Trans-disciplinary intensive reading and discussion course related to issues in contemporary heritage conservation.
11238,ARCH,ARCH-559,1,3,3,Cultural Resource Management,C,,N,16:00,17:50,T,0,,,,0,"An introduction to the field of cultural resource management/archaeology as it is practiced in the United States, examining archaeological theory, methods, legal frameworks and research."
11237,ARCH,ARCH-561,1,2,2,Urbanism Themes and Case Studies,C,,Y,13:00,14:15,T,0,,"Moatasim, Faiza",WAHB1,0,"Examines urbanism through case studies in theory and design to understand the impacts of globalization, technology, and sustainability on the contemporary city."
11239,ARCH,ARCH-561,1,0,0,Urbanism Themes and Case Studies,D,,Y,14:20,15:00,T,0,,"Carver, Erik",,0,"Examines urbanism through case studies in theory and design to understand the impacts of globalization, technology, and sustainability on the contemporary city."
11236,ARCH,ARCH-561,1,0,0,Urbanism Themes and Case Studies,D,,Y,14:20,15:00,T,0,,,,0,"Examines urbanism through case studies in theory and design to understand the impacts of globalization, technology, and sustainability on the contemporary city."
11232,ARCH,ARCH-561,1,0,0,Urbanism Themes and Case Studies,D,,Y,15:00,15:50,T,0,,"Carver, Erik",,0,"Examines urbanism through case studies in theory and design to understand the impacts of globalization, technology, and sustainability on the contemporary city."
11240,ARCH,ARCH-563,1,3,3,Contemporary Architectural Theory,C,,Y,9:00,10:50,H,0,,"Nolan, Ginger",HAR101,0,"Investigates, compares, and critiques modern and contemporary theories of the designed and built environment by focusing on key figures, movements, and texts."
11228,ARCH,ARCH-563,1,0,0,Contemporary Architectural Theory,D,,Y,11:00,11:50,H,0,,,,0,"Investigates, compares, and critiques modern and contemporary theories of the designed and built environment by focusing on key figures, movements, and texts."
11227,ARCH,ARCH-563,1,0,0,Contemporary Architectural Theory,D,,Y,11:00,11:50,H,0,,"Reiner-Roth, Shane, Jordan",,0,"Investigates, compares, and critiques modern and contemporary theories of the designed and built environment by focusing on key figures, movements, and texts."
11229,ARCH,ARCH-563,1,0,0,Contemporary Architectural Theory,D,,Y,11:00,11:50,H,0,,"Reiner-Roth, Shane, Jordan",,0,"Investigates, compares, and critiques modern and contemporary theories of the designed and built environment by focusing on key figures, movements, and texts."
11456,ARCH,ARCH-566,1,3,3,Cross Cultural Topics in Landscape Architecture History,C,,N,16:00,18:50,T,0,,,,0,Comparative analysis and appreciation of landscape architecture as
,,,,,,,,,,,,,,,,,,"a manifestation of nature, society, and design.  Topics and world"
,,,,,,,,,,,,,,,,,,regions vary from year to year; may be repeated for credit when
,,,,,,,,,,,,,,,,,,subject matter is different.
11455,ARCH,ARCH-569,1,3,3,The Invented Landscape of Southern California,C,,Y,13:00,15:50,H,0,,"Tichenor, Brian",THH213,0,"An analysis of the successive stages of land planning, garden design and plant introductions that have influenced the Southern California landscape."
11530,ARCH,ARCH-571,1,2,2,"Community-Based Design, Conservation and Planning",C,,N,16:00,17:50,H,0,,,,0,"Introduces methods of designing with communities rather than for them. It focuses on public history, cultural asset mapping and participatory design."
11291,ARCH,ARCH-573,1,2,2,Seismic Design,C,,Y,9:00,10:50,T,0,,"Sharma, Bhavna",HAR101,0,"Theory, design methodology and practice of how seismicity affects architecture and structural system selection required for robust earthquake performance and seismic sustainability."
11289,ARCH,ARCH-574,1,3,3,Parametric Design,CL,,Y,18:00,20:20,T,0,,"Al-Rawi, Kais",WPHB36,0,"An in depth and critical look into the reasons and uses for parametric design and its relationship to contemporary form, fabrication, and construction of the built environment."
11287,ARCH,ARCH-575B,1,3,3,Systems,C,,Y,16:30,19:20,T,0,,"Valmont, Elizabeth",WAHB1,0,"The fundamental scientific principles governing light and sound in the built environment will be examined in the context of human physiological, psychological and biological needs."
11288,ARCH,ARCH-576,1,3,3,Sustainable Design for Healthy Indoor Environments,C,,Y,9:00,11:50,T,0,,"Choi, Joon-Ho",HAR102,0,"Course outlines the building design and its performance diagnostic processes required to assure indoor environmental quality and the building occupants environmental health, productivity, and physiological comfort."
11358,ARCH,ARCH-577,1,4,4,Lighting Design,CL,,N,9:00,12:20,T,0,,,,0,"The physics, technical knowledge, professional knowledge, design, and documentation processes used in architectural lighting design, including first principles, manual calculations and computer simulations.."
11450,ARCH,ARCH-581,1,3,3,Techniques in Digital Fabrication,CL,,Y,15:30,18:20,T,0,,"Mitchell, R, Scott",HAR115A,0,"A practical introduction to digital fabrication. Covered topics include 3D surface milling, thermoforming, materials, casting and shop technology as applied to repeatable surfaces in architecture."
11463,ARCH,ARCH-585,60,2,2,Visual Storytelling and Entrepreneurship in Media,C,,Y,12:30,14:20,T,0,A,"Schneider, Lee",ONLINE,0,Investigating visual stories as an active tool to critically explore and express design ideas; positions social media and crowdfunding as a foundation for creative action. Not open to Freshmen and Sophomores.
11586,ARCH,ARCH-586,1,4,4,"City Cine: Visuality, Media and Urban Experience",C,,N,9:00,12:50,F,0,,,,0,"Explores the relationship between urban experience and visual media (from the photographic, to the filmic, to the digital) from circa 1880 to the present."
11203,ARCH,ARCH-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11205,ARCH,ARCH-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11204,ARCH,ARCH-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11307,ARCH,ARCH-590,1,2,2,Directed Research,C,,Y,TBA,TBA,,0,,,,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11309,ARCH,ARCH-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11306,ARCH,ARCH-590,1,1,1,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11391,ARCH,ARCH-590,1,1,12,Directed Research,C,,N,TBA,TBA,,0,,,,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11392,ARCH,ARCH-590,1,1,12,Directed Research,C,,N,TBA,TBA,,0,,,,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11390,ARCH,ARCH-590,1,1,12,Directed Research,C,,N,TBA,TBA,,0,,,,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
11331,ARCH,ARCH-605B,1,6,6,Graduate Architecture Design- Comprehensive,CL,,Y,14:00,17:50,MWF,0,,"von Oeyen, Geoffrey",OFFICE,0,"b. Comprehensive project emphasizing the interaction between general principles and local sites, building technologies and total building design. Open only to Architecture majors."
,,,,,,,,,,,,,,,"Lillo, Maria",,,
11452,ARCH,ARCH-607,1,2,2,Advanced Computation,C,,Y,18:00,20:20,W,0,,"Conway, Matthew",WPHB36,0,Introduction to a range of new technologies and techniques examining their technical and theoretical implications including advanced computational design techniques and geospatial design tools.
11454,ARCH,ARCH-608,1,2,2,Urban Theory: Los Angeles Case Study,C,,Y,14:00,15:50,H,0,,"Ekman, Peter",HAR125,0,"Critically investigates the urban condition of Los Angeles through lectures, readings, and field visits. Aims to heighten awareness of the entwinement of environment, culture, architecture and the contemporary city."
11453,ARCH,ARCH-609,1,2,2,Advanced Fabrication,C,,Y,11:00,12:50,W,0,,"Ley, Robert",WAH212,0,"Introduction to a range of new technologies and techniques examining technical and theoretical implications including a range of digital fabrication technologies, robotics and film-making techniques."
11500,ARCH,ARCH-611,1,4,4,Advanced Building Systems Integration,C,,Y,16:30,20:20,H,0,,"Ayrapetyan, Tigran",HAR101,0,"Design criteria development, material and construction process"
,,,,,,,,,,,,,,,,,,"methods, occupancy based load profiles, performance/material"
,,,,,,,,,,,,,,,,,,"life-cycle-mandates, durability for advanced building systems"
,,,,,,,,,,,,,,,,,,including integrity in sustainable urban systems.
,,,,,,,,,,,,,,,"von Oeyen, Geoffrey",,,
11502,ARCH,ARCH-613,1,4,4,Seminar: Structures Research,CL,,Y,14:00,17:50,T,0,,,WAH212,0,An overview of research topics in building structures; detailed
,,,,,,,,,,,,,,,,,,investigation of selected major issues.
11504,ARCH,ARCH-615,1,4,4,Seminar: Environmental Systems Research,CL,,Y,16:00,19:50,H,0,,"Konis, Kyle",WPHB36,0,"A detailed examination of current issues in the thermal,"
,,,,,,,,,,,,,,,,,,acoustical and radiant environment; recent developments in
,,,,,,,,,,,,,,,,,,"criteria, systems, controls, design tools and simulations; an"
,,,,,,,,,,,,,,,,,,"understanding of the relationships between environmental factors,"
,,,,,,,,,,,,,,,,,,"economics, and architectural goals."
,,,,,,,,,,,,,,,,,,
11505,ARCH,ARCH-635,1,3,3,Landscape Construction: Assembly and Documentation,C,,Y,9:00,11:50,F,0,,"Margulies, Esther",HAR102,0,Learn and practice the process by which a landscape design is assembled through materials systems and design documentation.
11506,ARCH,ARCH-639,1,3,3,Media for Landscape Architecture: Dynamic Systems,CL,,N,14:00,16:50,H,0,,,,0,"Computational capacities of parametric software, including flow dynamics, procedural media, and geospatial analysis, to analyze and generate both existing and emergent systems at the landscape scale."
11508,ARCH,ARCH-672,1,3,3,Future Building Skins: Advanced Applications in Architecture,C,,Y,16:00,18:50,T,0,,,HAR102,0,Focuses on the development of novel facade solutions that respond to shortcomings of contemporary facades applications in both new and existing buildings.
11521,ARCH,ARCH-691A,1,1,1,Heritage Conservation Thesis Preparation and Thesis,C,,Y,10:00,10:50,T,0,,"Sandmeier, Trudi, G.",OFFICE,0,"Introduction to, and exploration of, topics leading to the development of a thesis prospectus and directed research towards the completion of the master's thesis in heritage conservation."
11520,ARCH,ARCH-691B,1,4,4,Heritage Conservation Thesis Preparation and Thesis,C,,Y,13:00,16:50,M,0,,"Olnick, Cindy",OFFICE,0,"Introduction to, and exploration of, topics leading to the development of a thesis prospectus and directed research towards the completion of the master's thesis in heritage conservation."
11522,ARCH,ARCH-691Z,1,0,0,Heritage Conservation Thesis Preparation and Thesis,C,,Y,TBA,TBA,,0,,"Olnick, Cindy",,0,"Introduction to, and exploration of, topics leading to the development of a thesis prospectus and directed research towards the completion of the master's thesis in heritage conservation. Credit on acceptance of thesis. Registration restricted to Master of Heritage Conservation and Historic Preserva"
,,,,,,,,,,,,,,,,,,tion students who have satisfactorily completed 12 hours of graduate course work and have permission of the Program Director. Graded IP/CR/NC.
11526,ARCH,ARCH-692B,1,6,6,Building Science Thesis,CL,,Y,13:00,17:50,MW,0,,"Kensek, Karen",OFFICE,0,Research and thesis for the Master of Building Science degree.
11524,ARCH,ARCH-692Z,1,0,0,Building Science Thesis,CL,,N,TBA,TBA,,0,,,,0,Research and thesis for the Master of Building Science degree. Credit on acceptance of thesis. Graded IP/CR/NC.
11458,ARCH,ARCH-694,1,2,2,Research Publication Methods for Building Science,C,,Y,12:00,13:50,H,0,,,WPH200,0,"Technical documentation, graphic representation, and verbal presentation for writing and presenting journal articles and conference presentations in building science."
11233,ARCH,ARCH-698B,1,6,6,Advanced Design-Research,CL,,Y,13:00,17:50,MW,0,,"Hirsch, Alison",OFFICE,0,Directed research option for the MLArch degree.
11400,ARCH,ARCH-790,1,1,12,Doctoral Research,C,,N,TBA,TBA,,0,,,,0,Research leading to the doctorate.  Maximum units which may be
,,,,,,,,,,,,,,,,,,applied to the degree to be determined by the School of
,,,,,,,,,,,,,,,,,,Architecture.  Graded CR/NC.
11389,ARCH,ARCH-790,1,1,12,Doctoral Research,C,,N,TBA,TBA,,0,,,,0,Research leading to the doctorate.  Maximum units which may be
,,,,,,,,,,,,,,,,,,applied to the degree to be determined by the School of
,,,,,,,,,,,,,,,,,,Architecture.  Graded CR/NC.
11398,ARCH,ARCH-793B,1,6,6,Architecture Directed Design Research Option I,CL,,Y,13:00,17:50,MF,0,,"Martinez, Ryan Tyler",WAH200,0,Directed Design Research option for graduate level architecture degree. Credit on acceptance of research project. Open only to Architecture majors. Graded IP/CR/NC.
,,,,,,,,,,16:00,17:50,W,,,,ONLINE,,
14027,BUAD,ACCT-370,1,4,4,External Financial Reporting Issues,C,,Y,12:00,13:50,MW,0,,"Wiesen, Taylor",ACC303,0,"Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals."
14026,BUAD,ACCT-370,1,4,4,External Financial Reporting Issues,C,A,Y,14:00,15:40,MW,0,,"Wiesen, Taylor",ACC303,0,"Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals."
14029,BUAD,ACCT-370,1,0,0,External Financial Reporting Issues,D,,Y,10:00,11:50,F,0,,"Wiesen, Taylor",JFF233,0,"Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals."
14040,BUAD,ACCT-371,1,4,4,Introduction to Accounting Systems,C,,Y,10:00,11:50,TH,0,,"Simon, Andreas",BRI8,0,"Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation."
14041,BUAD,ACCT-371,1,4,4,Introduction to Accounting Systems,C,A,Y,12:00,13:50,TH,0,,"Simon, Andreas",BRI8,0,"Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation."
14044,BUAD,ACCT-371,1,0,0,Introduction to Accounting Systems,D,A,Y,TBA,TBA,F,0,,"Simon, Andreas",TBA,0,"Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation."
14067,BUAD,ACCT-377,442,2,2,Valuation for Financial Statement Purposes,C,,Y,16:00,17:50,TH,0,,,ACC303,0,Explores Accounting Standards Codification (ASC) 820 Fair Value Measurements and Disclosures and reviews the historical background of US GAAP fair value guidance. Prerequisite: ACCT 370.
14010,BUAD,ACCT-380,1,4,4,Introduction to Enterprise Risk Management,C,,Y,10:00,11:50,TH,0,,"Jaconi, Kristen, Elizabeth",ACC201,0,"Understand the concept of risk, risk assessment, and management frameworks. Learn to identify, analyze, manage and mitigate, and communicate this risk to stakeholders."
14011,BUAD,ACCT-380,1,4,4,Introduction to Enterprise Risk Management,C,,Y,12:00,13:50,TH,0,,"Jaconi, Kristen, Elizabeth",ACC201,0,"Understand the concept of risk, risk assessment, and management frameworks. Learn to identify, analyze, manage and mitigate, and communicate this risk to stakeholders."
14013,BUAD,ACCT-387,1,4,4,"Risk Management in Entertainment, Sports and the Arts",C,,Y,14:00,15:50,TH,0,,"Jaconi, Kristen, Elizabeth",ACC201,0,"Knowledge and skills needed to identify, analyze, control, finance and report on the risks particular to entertainment, sports and the arts."
14012,BUAD,ACCT-388,1,4,4,Innovating Risk Solutions in Disruptive Environments,C,,Y,18:00,21:30,M,0,,"Ching, Ward",ACC201,0,Develop the skills needed to think critically about identified and assessed risks and develop innovative solutions to control and transfer those risks. Not available for major credit in Accounting.
14181,BUAD,ACCT-405,1,4,4,Introduction to Sustainability Reporting,C,,Y,12:00,13:50,TH,0,,"Dechow, Patricia",TBA,0,Overview of the current corporate sustainability reporting
,,,,,,,,,,,,,,,,,,structure. Analysis and critical evaluation of corporate
,,,,,,,,,,,,,,,,,,sustainability reports and popular sustainability rating systems.
14093,BUAD,ACCT-410,1,4,4,Foundations of Accounting,C,,N,12:00,13:50,MW,0,,"Wittenberg Moerman, Regina",ACC236,0,Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business.
14097,BUAD,ACCT-410,1,4,4,Foundations of Accounting,C,,Y,10:00,11:50,MW,0,,"Davila, Ruben, Allen",ACC201,0,Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business.
14091,BUAD,ACCT-410,1,4,4,Foundations of Accounting,C,,Y,8:00,9:50,MW,0,,"Davila, Ruben, Allen",ACC201,0,Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business.
14095,BUAD,ACCT-410,1,4,4,Foundations of Accounting,C,,Y,10:00,11:50,TH,0,,"Pfeffer, Matthew",ACC236,0,Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business.
14094,BUAD,ACCT-410,1,4,4,Foundations of Accounting,C,,Y,8:00,9:50,TH,0,,"Pfeffer, Matthew",ACC201,0,Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business.
14096,BUAD,ACCT-410,1,4,4,Foundations of Accounting,C,,Y,12:00,13:50,TH,0,,,ACC236,0,Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business.
14106,BUAD,ACCT-416,431,4,4,Financial Statement Analysis,C,,Y,10:00,11:50,TH,0,,"Aaron, Tony",ACC310,0,Analysis of corporate financial reports from a decision-maker's perspective.
14144,BUAD,ACCT-430,1,4,4,Accounting Ethics,C,A,Y,10:00,11:50,TH,0,,"Kling, Greg",ACC303,0,Theoretical knowledge and practical application accountants need to identify ethical issues and reconcile conflicts among competing stakeholders' interests in all major areas of accounting practice.
14143,BUAD,ACCT-430,1,4,4,Accounting Ethics,C,A,Y,8:00,9:50,TH,0,,"Leonetti, James, H",ACC303,0,Theoretical knowledge and practical application accountants need to identify ethical issues and reconcile conflicts among competing stakeholders' interests in all major areas of accounting practice.
14145,BUAD,ACCT-430,1,4,4,Accounting Ethics,C,A,Y,12:00,13:50,TH,0,,"Kling, Greg",ACC303,0,Theoretical knowledge and practical application accountants need to identify ethical issues and reconcile conflicts among competing stakeholders' interests in all major areas of accounting practice.
14147,BUAD,ACCT-430,1,0,0,Accounting Ethics,D,A,Y,9:30,10:50,F,0,,"Kling, Greg",HOHEDI,0,Theoretical knowledge and practical application accountants need to identify ethical issues and reconcile conflicts among competing stakeholders' interests in all major areas of accounting practice.
14061,BUAD,ACCT-451,1,4,4,Tax Analysis with Data Analytics,C,,Y,16:00,17:50,TH,0,,"Kling, Greg",ACC310,0,Capabilities to identify and analyze relevant tax issues; apply
,,,,,,,,,,,,,,,,,,research tools to find solutions and provide alternate approaches
,,,,,,,,,,,,,,,,,,using data analytics. Duplicates credit in ACCT 374 and ACCT 474.
14062,BUAD,ACCT-451,1,4,4,Tax Analysis with Data Analytics,C,,N,10:00,11:50,MW,0,,"Wang, Shiing-Wu",ACC303,0,Capabilities to identify and analyze relevant tax issues; apply
,,,,,,,,,,,,,,,,,,research tools to find solutions and provide alternate approaches
,,,,,,,,,,,,,,,,,,using data analytics. Duplicates credit in ACCT 374 and ACCT 474.
14063,BUAD,ACCT-451,1,0,0,Tax Analysis with Data Analytics,L,,Y,10:00,11:50,F,0,,"Kling, Greg",TBA,0,Capabilities to identify and analyze relevant tax issues; apply
,,,,,,,,,,,,,,,,,,research tools to find solutions and provide alternate approaches
,,,,,,,,,,,,,,,,,,using data analytics. Duplicates credit in ACCT 374 and ACCT 474.
14057,BUAD,ACCT-456,1,4,4,Auditing with Data Analytics,C,,N,16:00,17:50,TH,0,,"Simitian, Richard",ACC236,0,Auditing with data analytics from the perspective of management and other users of financial statements including external auditors and assurance professionals. Duplicates credit in ACCT 373 and ACCT 473.
14056,BUAD,ACCT-456,1,4,4,Auditing with Data Analytics,C,,Y,14:00,15:50,TH,0,,"Simitian, Richard",ACC236,0,Auditing with data analytics from the perspective of management and other users of financial statements including external auditors and assurance professionals. Duplicates credit in ACCT 373 and ACCT 473.
14058,BUAD,ACCT-456,1,0,0,Auditing with Data Analytics,D,,Y,10:00,11:50,F,0,,,HOH1,0,Auditing with data analytics from the perspective of management and other users of financial statements including external auditors and assurance professionals. Duplicates credit in ACCT 373 and ACCT 473.
14117,BUAD,ACCT-470,1,4,4,Advanced External Financial Reporting Issues,C,,Y,10:00,11:50,MW,0,,"Randhawa, Smrity, P.",JFF239,0,"Develop capabilities to identify and resolve advanced external financial reporting challenges, focusing primarily on operating, financing, and investing activities of business enterprises."
14180,BUAD,ACCT-490,1,2,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
14150,BUAD,ACCT-493,1,2,2,Leventhal Honors Research Seminar,C,,Y,16:00,17:50,W,0,,"Ogneva, Maria",BRI8,0,"Provides the methodological tools to identify research problems, develop researchable hypotheses, apply appropriate methodologies, conduct research, derive meaningful conclusions from data, write a research proposal."
14182,BUAD,ACCT-499,1,4,4,Special Topics,C,,Y,18:00,21:30,W,0,,,,0,Selected topics reflecting current trends and recent developments in the field of accounting. Topics vary each semester.
14350,BUAD,BAEP-450,1,4,4,Fundamentals of Entrepreneurship,C,,Y,12:00,13:50,TH,0,,,JFF414,0,"Starting and managing one's own business: developing a viable concept, organizing the enterprise, market and financial planning, and controlling the organization. (Duplicates credit in BAEP 451)"
14358,BUAD,BAEP-450,1,4,4,Fundamentals of Entrepreneurship,C,,Y,12:00,13:50,MW,0,,,JFF414,0,"Starting and managing one's own business: developing a viable concept, organizing the enterprise, market and financial planning, and controlling the organization. (Duplicates credit in BAEP 451)"
14352,BUAD,BAEP-450,1,4,4,Fundamentals of Entrepreneurship,C,,Y,10:00,11:50,MW,0,,,JFF414,0,"Starting and managing one's own business: developing a viable concept, organizing the enterprise, market and financial planning, and controlling the organization. (Duplicates credit in BAEP 451)"
14356,BUAD,BAEP-450,1,4,4,Fundamentals of Entrepreneurship,C,,Y,10:00,11:50,TH,0,,,JFF414,0,"Starting and managing one's own business: developing a viable concept, organizing the enterprise, market and financial planning, and controlling the organization. (Duplicates credit in BAEP 451)"
14362,BUAD,BAEP-450,1,4,4,Fundamentals of Entrepreneurship,C,,Y,18:00,21:50,M,0,,,JFF416,0,"Starting and managing one's own business: developing a viable concept, organizing the enterprise, market and financial planning, and controlling the organization. (Duplicates credit in BAEP 451)"
14351,BUAD,BAEP-451,1,4,4,The Management of New Enterprises,C,,Y,16:00,17:50,TH,0,,,JFF414,0,Development of analytical and conceptual skills in
,,,,,,,,,,,,,,,,,,entrepreneurship and venture management. (Duplicates credit in
,,,,,,,,,,,,,,,,,,BAEP 450)
,,,,,,,,,,,,,,,,,,
14376,BUAD,BAEP-451,1,4,4,The Management of New Enterprises,C,,Y,18:00,21:30,T,0,,,JFF416,0,Development of analytical and conceptual skills in
,,,,,,,,,,,,,,,,,,entrepreneurship and venture management. (Duplicates credit in
,,,,,,,,,,,,,,,,,,BAEP 450)
,,,,,,,,,,,,,,,,,,
14378,BUAD,BAEP-452,1,4,4,Feasibility Analysis,C,,Y,14:00,15:50,TH,0,,,JFF417,0,"Students develop, analyze, and validate entrepreneurial concepts (including marketing, operational, and financial considerations) using customer feedback and risk assessment to conclude worthiness to pursue."
14381,BUAD,BAEP-452,1,4,4,Feasibility Analysis,C,,Y,12:00,15:50,M,0,,,BRI5,0,"Students develop, analyze, and validate entrepreneurial concepts (including marketing, operational, and financial considerations) using customer feedback and risk assessment to conclude worthiness to pursue."
14382,BUAD,BAEP-453,1,4,4,Venture Management,C,,Y,10:00,11:50,MW,0,,,JFF416,0,Design and application of organization structures and systems in management of new ventures.
14390,BUAD,BAEP-455,1,4,4,Founder's Dilemmas,C,,Y,10:00,11:50,TH,0,,,JFF416,0,"Prepares potential founders, hires, and investors for the decisions they will face both before and during their involvement with new ventures."
14357,BUAD,BAEP-469,1,2,2,Growth Hacking: Scaling Startups,C,,Y,10:00,11:50,T,0,,,JFF417,0,Accelerate the growth of an entrepreneurial business with applied analytics tools and methods.
