"document","courseID","semester","year","keyword","goal","color","freq"
"1274","COH-717","SP25","AY25","sustainability",17,"#19486A",1
"1274","COH-717","SP25","AY25","sustainability",15,"#56C02B",1
"1274","COH-717","SP25","AY25","sustainability",16,"#00689D",1
"1274","COH-717","SP25","AY25","sustainability",8,"#A21942",1
"1274","COH-717","SP25","AY25","community health",3,"#4C9F38",1
"1274","COH-717","SP25","AY25","sustainability",12,"#BF8B2E",1
"1274","COH-717","SP25","AY25","sustainability",5,"#FF3A21",1
"1274","COH-717","SP25","AY25","health data",3,"#4C9F38",1
"1274","COH-717","SP25","AY25","sustainability",3,"#4C9F38",1
"1274","COH-717","SP25","AY25","sustainability",2,"#DDA63A",1
"1274","COH-717","SP25","AY25","sustainability",7,"#FCC30B",1
"1274","COH-717","SP25","AY25","sustainability",4,"#C5192D",1
"1274","COH-717","SP25","AY25","sustainability",9,"#FD6925",1
"1274","COH-717","SP25","AY25","sustainability",6,"#26BDE2",1
"1274","COH-717","SP25","AY25","sustainability",11,"#FD9D24",1
"1274","COH-717","SP25","AY25","sustainability",10,"#DD1367",1
"1165","COLT-102","SP25","AY25","cultural",10,"#DD1367",1
"1165","COLT-102","SP25","AY25","global cultures",10,"#DD1367",1
"1168","COLT-264","SP25","AY25","heritage",11,"#FD9D24",1
"1166","COLT-303","SP25","AY25","terrorism",16,"#00689D",1
"1166","COLT-303","SP25","AY25","migration",10,"#DD1367",1
"1166","COLT-303","SP25","AY25","globalization",8,"#A21942",2
"1166","COLT-303","SP25","AY25","climate change",13,"#3F7E44",1
"1166","COLT-303","SP25","AY25","cultural",10,"#DD1367",1
"1166","COLT-303","SP25","AY25","diaspora",10,"#DD1367",1
"1167","COLT-324","SP25","AY25","women",5,"#FF3A21",3
"1167","COLT-324","SP25","AY25","cultural",10,"#DD1367",1
"1169","COLT-335","SP25","AY25","cultural",10,"#DD1367",1
"1170","COLT-357","SP25","AY25",NA,NA,NA,NA
"1171","COLT-379","SP25","AY25","nationalism",16,"#00689D",1
"1171","COLT-379","SP25","AY25","cultural",10,"#DD1367",1
"1172","COLT-382","SP25","AY25",NA,NA,NA,NA
"1181","COLT-395","SP25","AY25","urban",11,"#FD9D24",1
"1181","COLT-395","SP25","AY25","cultural",10,"#DD1367",1
"1174","COLT-415","SP25","AY25","queer",5,"#FF3A21",3
"1174","COLT-415","SP25","AY25","queer",10,"#DD1367",3
"1173","COLT-485","SP25","AY25","victims",10,"#DD1367",1
"1173","COLT-485","SP25","AY25","holocaust",16,"#00689D",2
"1175","COLT-499","SP25","AY25","crisis",16,"#00689D",1
"1180","COLT-510","SP25","AY25",NA,NA,NA,NA
"985","COMM-200","SP25","AY25",NA,NA,NA,NA
"986","COMM-204","SP25","AY25",NA,NA,NA,NA
"987","COMM-205","SP25","AY25",NA,NA,NA,NA
"988","COMM-206","SP25","AY25","cultural",10,"#DD1367",2
"989","COMM-209","SP25","AY25","political",16,"#00689D",1
"989","COMM-209","SP25","AY25","economics",8,"#A21942",1
"989","COMM-209","SP25","AY25","industries",9,"#FD6925",1
"990","COMM-211","SP25","AY25","experiential learning",4,"#C5192D",1
"991","COMM-300","SP25","AY25",NA,NA,NA,NA
"992","COMM-301","SP25","AY25",NA,NA,NA,NA
"993","COMM-302","SP25","AY25","politics",16,"#00689D",1
"994","COMM-304","SP25","AY25",NA,NA,NA,NA
"995","COMM-305","SP25","AY25",NA,NA,NA,NA
"996","COMM-307","SP25","AY25","constitution",16,"#00689D",1
"996","COMM-307","SP25","AY25","race",10,"#DD1367",1
"996","COMM-307","SP25","AY25","cultural",10,"#DD1367",1
"996","COMM-307","SP25","AY25","ethnicity",10,"#DD1367",1
"997","COMM-308","SP25","AY25","human conflict",11,"#FD9D24",1
"997","COMM-308","SP25","AY25","intercultural",10,"#DD1367",1
"998","COMM-309","SP25","AY25","political",16,"#00689D",1
"998","COMM-309","SP25","AY25","architecture",11,"#FD9D24",1
"998","COMM-309","SP25","AY25","internet",9,"#FD6925",1
"998","COMM-309","SP25","AY25","surveillance",16,"#00689D",1
"998","COMM-309","SP25","AY25","cultural",10,"#DD1367",1
"999","COMM-310","SP25","AY25","violence",16,"#00689D",1
"999","COMM-310","SP25","AY25","ethics",10,"#DD1367",1
"999","COMM-310","SP25","AY25","politics",16,"#00689D",1
"999","COMM-310","SP25","AY25","race",10,"#DD1367",1
"999","COMM-310","SP25","AY25","gender and race",5,"#FF3A21",1
"1000","COMM-311","SP25","AY25",NA,NA,NA,NA
"1001","COMM-320","SP25","AY25",NA,NA,NA,NA
"1002","COMM-321","SP25","AY25","political",16,"#00689D",1
"1002","COMM-321","SP25","AY25","labor",8,"#A21942",1
"1003","COMM-322","SP25","AY25","advocacy",10,"#DD1367",2
"1003","COMM-322","SP25","AY25","politics",16,"#00689D",1
"1003","COMM-322","SP25","AY25","advocacy",16,"#00689D",2
"1003","COMM-322","SP25","AY25","law",16,"#00689D",1
"1004","COMM-324","SP25","AY25","medicine",3,"#4C9F38",1
"1004","COMM-324","SP25","AY25","cultural",10,"#DD1367",3
"1004","COMM-324","SP25","AY25","intercultural",10,"#DD1367",2
"1004","COMM-324","SP25","AY25","education",4,"#C5192D",1
"1005","COMM-330","SP25","AY25","cultural",10,"#DD1367",1
"1006","COMM-337","SP25","AY25","lgbtq",10,"#DD1367",2
"1006","COMM-337","SP25","AY25","sexual",5,"#FF3A21",1
"1006","COMM-337","SP25","AY25","minorities",10,"#DD1367",1
"1007","COMM-339","SP25","AY25",NA,NA,NA,NA
"1008","COMM-340","SP25","AY25","artificial intelligence",9,"#FD6925",1
"1008","COMM-340","SP25","AY25","cultural",10,"#DD1367",1
"1008","COMM-340","SP25","AY25","innovation",9,"#FD6925",1
"1009","COMM-355","SP25","AY25","policy",16,"#00689D",1
"1027","COMM-362","SP25","AY25",NA,NA,NA,NA
"1010","COMM-363","SP25","AY25",NA,NA,NA,NA
"1011","COMM-366","SP25","AY25","social change",16,"#00689D",2
"1011","COMM-366","SP25","AY25","social change",10,"#DD1367",2
"1012","COMM-367","SP25","AY25","community engagement",11,"#FD9D24",1
"1012","COMM-367","SP25","AY25","diverse community",10,"#DD1367",1
"1013","COMM-375","SP25","AY25",NA,NA,NA,NA
"1014","COMM-380","SP25","AY25","forensics",16,"#00689D",1
"1015","COMM-381","SP25","AY25","political",16,"#00689D",1
"1015","COMM-381","SP25","AY25","politics",16,"#00689D",1
"1015","COMM-381","SP25","AY25","ethical issues",10,"#DD1367",1
"1016","COMM-384","SP25","AY25","cultural",10,"#DD1367",2
"1017","COMM-385","SP25","AY25",NA,NA,NA,NA
"1018","COMM-387","SP25","AY25","social change",10,"#DD1367",2
"1018","COMM-387","SP25","AY25","social change",16,"#00689D",2
"1019","COMM-395","SP25","AY25","femininity",5,"#FF3A21",1
"1019","COMM-395","SP25","AY25","masculinity",5,"#FF3A21",1
"1019","COMM-395","SP25","AY25","cultural",10,"#DD1367",1
"1020","COMM-405","SP25","AY25","cultural",10,"#DD1367",1
"1020","COMM-405","SP25","AY25","food",2,"#DDA63A",4
"1021","COMM-406","SP25","AY25","sexual",5,"#FF3A21",2
"1021","COMM-406","SP25","AY25","health care",3,"#4C9F38",1
"1021","COMM-406","SP25","AY25","partners",9,"#FD6925",1
"1021","COMM-406","SP25","AY25","parents",4,"#C5192D",1
"1022","COMM-412","SP25","AY25","civil rights",16,"#00689D",1
"1022","COMM-412","SP25","AY25","environmentalism",12,"#BF8B2E",1
"1022","COMM-412","SP25","AY25","feminism",5,"#FF3A21",1
"1022","COMM-412","SP25","AY25","civil rights",10,"#DD1367",1
"1022","COMM-412","SP25","AY25","political",16,"#00689D",1
"1023","COMM-413","SP25","AY25",NA,NA,NA,NA
"1024","COMM-422","SP25","AY25","laws",16,"#00689D",1
"1024","COMM-422","SP25","AY25","internet",9,"#FD6925",1
"1024","COMM-422","SP25","AY25","policies",16,"#00689D",1
"1024","COMM-422","SP25","AY25","legal",16,"#00689D",1
"1025","COMM-429","SP25","AY25","industries",9,"#FD6925",1
"1025","COMM-429","SP25","AY25","internet",9,"#FD6925",2
"1025","COMM-429","SP25","AY25","cultural",10,"#DD1367",1
"1025","COMM-429","SP25","AY25","political",16,"#00689D",1
"1025","COMM-429","SP25","AY25","policy",16,"#00689D",1
"1026","COMM-432","SP25","AY25","industries",9,"#FD6925",2
"1026","COMM-432","SP25","AY25","regulations",16,"#00689D",1
"1028","COMM-440","SP25","AY25","political",16,"#00689D",1
"1028","COMM-440","SP25","AY25","cultural",10,"#DD1367",1
"1029","COMM-450","SP25","AY25","globalization",8,"#A21942",1
"1030","COMM-451","SP25","AY25","social change",10,"#DD1367",1
"1030","COMM-451","SP25","AY25","social change",16,"#00689D",1
"1031","COMM-456","SP25","AY25","economies",8,"#A21942",1
"1032","COMM-457","SP25","AY25",NA,NA,NA,NA
"1034","COMM-476","SP25","AY25","crisis",16,"#00689D",1
"1034","COMM-476","SP25","AY25","anthropocene",15,"#56C02B",2
"1034","COMM-476","SP25","AY25","mass extinction",14,"#0A97D9",1
"1034","COMM-476","SP25","AY25","mass extinction",15,"#56C02B",1
"1034","COMM-476","SP25","AY25","pandemics",3,"#4C9F38",1
"1034","COMM-476","SP25","AY25","justice",16,"#00689D",1
"1034","COMM-476","SP25","AY25","cultural",10,"#DD1367",1
"1034","COMM-476","SP25","AY25","climate change",13,"#3F7E44",1
"1035","COMM-480","SP25","AY25","environmental factors",15,"#56C02B",1
"1035","COMM-480","SP25","AY25","environmental factors",6,"#26BDE2",1
"1036","COMM-489","SP25","AY25","voter",16,"#00689D",1
"1036","COMM-489","SP25","AY25","political",16,"#00689D",2
"1037","COMM-498","SP25","AY25","political",16,"#00689D",1
"1037","COMM-498","SP25","AY25","ethical issues",10,"#DD1367",1
"1038","COMM-526","SP25","AY25",NA,NA,NA,NA
"1039","COMM-550","SP25","AY25",NA,NA,NA,NA
"1040","COMM-553","SP25","AY25","political",16,"#00689D",1
"1040","COMM-553","SP25","AY25","internet",9,"#FD6925",2
"1041","COMM-559","SP25","AY25","political",16,"#00689D",1
"1041","COMM-559","SP25","AY25","cultural",10,"#DD1367",1
"1041","COMM-559","SP25","AY25","globalization",8,"#A21942",2
"1033","COMM-597","SP25","AY25","industries",9,"#FD6925",2
"1042","COMM-632","SP25","AY25","ai",9,"#FD6925",1
"1042","COMM-632","SP25","AY25","artificial intelligence",9,"#FD6925",1
"1043","COMM-636","SP25","AY25","cultural",10,"#DD1367",3
"1043","COMM-636","SP25","AY25","intercultural",10,"#DD1367",1
"1044","COMM-647","SP25","AY25","politics",16,"#00689D",1
"1044","COMM-647","SP25","AY25","cultural",10,"#DD1367",1
"1045","COMM-694","SP25","AY25",NA,NA,NA,NA
"4013","CORE-101","SP25","AY25",NA,NA,NA,NA
"4014","CORE-103","SP25","AY25","vehicles",11,"#FD9D24",1
"4015","CORE-104","SP25","AY25","political",16,"#00689D",1
"4016","CORE-112","SP25","AY25",NA,NA,NA,NA
"4017","CORE-200","SP25","AY25",NA,NA,NA,NA
"4018","CORE-301","SP25","AY25","cultural",10,"#DD1367",1
"4019","CORE-601","SP25","AY25","university level",4,"#C5192D",1
"2172","CRIT-150","SP25","AY25",NA,NA,NA,NA
"2173","CRIT-160","SP25","AY25",NA,NA,NA,NA
"2174","CRIT-350","SP25","AY25",NA,NA,NA,NA
"2176","CRIT-425","SP25","AY25","politics",16,"#00689D",1
"2140","CRIT-510","SP25","AY25",NA,NA,NA,NA
"2141","CRIT-525","SP25","AY25","pedagogy",4,"#C5192D",1
"2141","CRIT-525","SP25","AY25","education",4,"#C5192D",1
"2142","CRIT-555","SP25","AY25",NA,NA,NA,NA
"2143","CRIT-557","SP25","AY25",NA,NA,NA,NA
"2144","CRIT-560","SP25","AY25",NA,NA,NA,NA
"1676","CSCI-102","SP25","AY25",NA,NA,NA,NA
"1674","CSCI-103","SP25","AY25",NA,NA,NA,NA
"1675","CSCI-104","SP25","AY25",NA,NA,NA,NA
"1694","CSCI-109","SP25","AY25",NA,NA,NA,NA
"1680","CSCI-170","SP25","AY25",NA,NA,NA,NA
"1681","CSCI-201","SP25","AY25","software development",9,"#FD6925",1
"1686","CSCI-270","SP25","AY25","computing",9,"#FD6925",1
"1693","CSCI-281","SP25","AY25",NA,NA,NA,NA
"1688","CSCI-310","SP25","AY25","architecture",11,"#FD9D24",1
"1688","CSCI-310","SP25","AY25","software engineering",9,"#FD6925",2
"1687","CSCI-350","SP25","AY25","operating systems",9,"#FD6925",1
"1698","CSCI-353","SP25","AY25","internet",9,"#FD6925",3
"1698","CSCI-353","SP25","AY25","network security",16,"#00689D",1
"1698","CSCI-353","SP25","AY25","architecture",11,"#FD9D24",1
"1709","CSCI-356","SP25","AY25",NA,NA,NA,NA
"1697","CSCI-360","SP25","AY25","artificial intelligence",9,"#FD6925",1
"1697","CSCI-360","SP25","AY25","machine learning",9,"#FD6925",1
"1697","CSCI-360","SP25","AY25","intelligent systems",9,"#FD6925",1
"1684","CSCI-402","SP25","AY25","operating systems",9,"#FD6925",1
"1692","CSCI-420","SP25","AY25",NA,NA,NA,NA
"1719","CSCI-423","SP25","AY25",NA,NA,NA,NA
"1703","CSCI-426","SP25","AY25","prototyping",9,"#FD6925",1
"1723","CSCI-430","SP25","AY25","threats",16,"#00689D",1
"1723","CSCI-430","SP25","AY25","network security",16,"#00689D",1
"1677","CSCI-445","SP25","AY25","robotics",9,"#FD6925",1
"1677","CSCI-445","SP25","AY25","robot",9,"#FD6925",3
"1677","CSCI-445","SP25","AY25","sensors",9,"#FD6925",1
"1677","CSCI-445","SP25","AY25","robots",9,"#FD6925",1
"1679","CSCI-455","SP25","AY25","software engineering",9,"#FD6925",1
"1679","CSCI-455","SP25","AY25","computing",9,"#FD6925",1
"1679","CSCI-455","SP25","AY25","programming systems",9,"#FD6925",1
"1690","CSCI-467","SP25","AY25","machine learning",9,"#FD6925",0
"1746","CSCI-475","SP25","AY25","computing",9,"#FD6925",1
"1752","CSCI-476","SP25","AY25","data privacy",16,"#00689D",1
"1752","CSCI-476","SP25","AY25","communication systems",9,"#FD6925",1
"1724","CSCI-485","SP25","AY25",NA,NA,NA,NA
"1736","CSCI-491B","SP25","AY25","prototyping",9,"#FD6925",1
"1717","CSCI-520","SP25","AY25",NA,NA,NA,NA
"1751","CSCI-522","SP25","AY25",NA,NA,NA,NA
"1701","CSCI-524","SP25","AY25","ai",9,"#FD6925",1
"1701","CSCI-524","SP25","AY25","artificial intelligence",9,"#FD6925",1
"1702","CSCI-526","SP25","AY25",NA,NA,NA,NA
"1748","CSCI-527","SP25","AY25","machine learning",9,"#FD6925",2
"1748","CSCI-527","SP25","AY25","ai",9,"#FD6925",1
"1737","CSCI-529B","SP25","AY25","prototyping",9,"#FD6925",1
"1707","CSCI-531","SP25","AY25",NA,NA,NA,NA
"1705","CSCI-532","SP25","AY25","innovative",9,"#FD6925",1
"1705","CSCI-532","SP25","AY25","innovation",9,"#FD6925",1
"1705","CSCI-532","SP25","AY25","homeland security",16,"#00689D",1
"1689","CSCI-534","SP25","AY25","computing",9,"#FD6925",1
"1712","CSCI-535","SP25","AY25","machine learning",9,"#FD6925",1
"1742","CSCI-538","SP25","AY25",NA,NA,NA,NA
"1699","CSCI-544","SP25","AY25","natural language processing",9,"#FD6925",1
"1713","CSCI-545","SP25","AY25","robotics",9,"#FD6925",1
"1713","CSCI-545","SP25","AY25","robotic",9,"#FD6925",2
"1713","CSCI-545","SP25","AY25","operating systems",9,"#FD6925",1
"1713","CSCI-545","SP25","AY25","sensor",9,"#FD6925",1
"1713","CSCI-545","SP25","AY25","robot",9,"#FD6925",3
"1738","CSCI-548","SP25","AY25",NA,NA,NA,NA
"1728","CSCI-550","SP25","AY25",NA,NA,NA,NA
"1710","CSCI-551","SP25","AY25","communication networks",9,"#FD6925",1
"1682","CSCI-555","SP25","AY25","operating systems",9,"#FD6925",1
"1683","CSCI-561","SP25","AY25","artificial intelligence",9,"#FD6925",1
"1683","CSCI-561","SP25","AY25","intelligent systems",9,"#FD6925",1
"1721","CSCI-565","SP25","AY25",NA,NA,NA,NA
"1753","CSCI-566","SP25","AY25","natural language processing",9,"#FD6925",1
"1753","CSCI-566","SP25","AY25","robotics",9,"#FD6925",1
"1695","CSCI-567","SP25","AY25","machine learning",9,"#FD6925",1
"1695","CSCI-567","SP25","AY25","artificial intelligence",9,"#FD6925",1
"1747","CSCI-568","SP25","AY25",NA,NA,NA,NA
"1678","CSCI-570","SP25","AY25",NA,NA,NA,NA
"1704","CSCI-571","SP25","AY25",NA,NA,NA,NA
"1730","CSCI-572","SP25","AY25",NA,NA,NA,NA
"1722","CSCI-573","SP25","AY25",NA,NA,NA,NA
"1741","CSCI-575","SP25","AY25","computing",9,"#FD6925",2
"1716","CSCI-576","SP25","AY25",NA,NA,NA,NA
"1726","CSCI-577B","SP25","AY25","software engineering",9,"#FD6925",1
"1726","CSCI-577B","SP25","AY25","software development",9,"#FD6925",1
"1729","CSCI-578","SP25","AY25","architectural",11,"#FD9D24",1
"1696","CSCI-580","SP25","AY25",NA,NA,NA,NA
"1714","CSCI-585","SP25","AY25","architecture",11,"#FD9D24",1
"1720","CSCI-586","SP25","AY25",NA,NA,NA,NA
"1715","CSCI-591","SP25","AY25",NA,NA,NA,NA
"1731","CSCI-598","SP25","AY25",NA,NA,NA,NA
"1732","CSCI-610","SP25","AY25",NA,NA,NA,NA
"1685","CSCI-620","SP25","AY25",NA,NA,NA,NA
"1711","CSCI-621","SP25","AY25","3d printing",9,"#FD6925",1
"1718","CSCI-625","SP25","AY25",NA,NA,NA,NA
"1749","CSCI-631","SP25","AY25","data privacy",16,"#00689D",0
"1734","CSCI-641","SP25","AY25","robot",9,"#FD6925",2
"1734","CSCI-641","SP25","AY25","robotic",9,"#FD6925",1
"1700","CSCI-644","SP25","AY25","policies",16,"#00689D",1
"1743","CSCI-648","SP25","AY25",NA,NA,NA,NA
"1740","CSCI-649","SP25","AY25",NA,NA,NA,NA
"1725","CSCI-651","SP25","AY25",NA,NA,NA,NA
"1739","CSCI-655","SP25","AY25","operating systems",9,"#FD6925",1
"1750","CSCI-656","SP25","AY25","computing",9,"#FD6925",2
"1706","CSCI-663","SP25","AY25","sustainability",12,"#BF8B2E",1
"1706","CSCI-663","SP25","AY25","sustainability",15,"#56C02B",1
"1706","CSCI-663","SP25","AY25","sustainability",9,"#FD6925",1
"1706","CSCI-663","SP25","AY25","sustainability",6,"#26BDE2",1
"1706","CSCI-663","SP25","AY25","sustainability",4,"#C5192D",1
"1706","CSCI-663","SP25","AY25","sustainability",8,"#A21942",1
"1706","CSCI-663","SP25","AY25","sustainability",1,"#E5243B",1
"1706","CSCI-663","SP25","AY25","sustainability",16,"#00689D",1
"1706","CSCI-663","SP25","AY25","sustainability",13,"#3F7E44",1
"1706","CSCI-663","SP25","AY25","sustainability",10,"#DD1367",1
"1706","CSCI-663","SP25","AY25","artificial intelligence",9,"#FD6925",2
"1706","CSCI-663","SP25","AY25","sustainability",3,"#4C9F38",1
"1706","CSCI-663","SP25","AY25","sustainability",5,"#FF3A21",1
"1706","CSCI-663","SP25","AY25","social good",16,"#00689D",2
"1706","CSCI-663","SP25","AY25","sustainability",17,"#19486A",1
"1706","CSCI-663","SP25","AY25","sustainability",2,"#DDA63A",1
"1706","CSCI-663","SP25","AY25","sustainability",11,"#FD9D24",1
"1706","CSCI-663","SP25","AY25","sustainability",7,"#FCC30B",1
"1744","CSCI-670","SP25","AY25",NA,NA,NA,NA
"1691","CSCI-672","SP25","AY25",NA,NA,NA,NA
"1708","CSCI-673","SP25","AY25",NA,NA,NA,NA
"1727","CSCI-675","SP25","AY25",NA,NA,NA,NA
"1745","CSCI-685","SP25","AY25",NA,NA,NA,NA
"1733","CSCI-697","SP25","AY25",NA,NA,NA,NA
"1735","CSCI-698","SP25","AY25","effective teaching",4,"#C5192D",1
"1176","CSLC-503","SP25","AY25",NA,NA,NA,NA
"1178","CSLC-601","SP25","AY25",NA,NA,NA,NA
"1177","CSLC-701","SP25","AY25",NA,NA,NA,NA
"1179","CSLC-702","SP25","AY25",NA,NA,NA,NA
"726","CTAN-102","SP25","AY25",NA,NA,NA,NA
"733","CTAN-110","SP25","AY25",NA,NA,NA,NA
"729","CTAN-200","SP25","AY25",NA,NA,NA,NA
"718","CTAN-201","SP25","AY25",NA,NA,NA,NA
"727","CTAN-202","SP25","AY25",NA,NA,NA,NA
"700","CTAN-336","SP25","AY25","ideation",9,"#FD6925",2
"699","CTAN-401B","SP25","AY25",NA,NA,NA,NA
"713","CTAN-420","SP25","AY25",NA,NA,NA,NA
"702","CTAN-425","SP25","AY25",NA,NA,NA,NA
"701","CTAN-432","SP25","AY25",NA,NA,NA,NA
"705","CTAN-436","SP25","AY25",NA,NA,NA,NA
"704","CTAN-443","SP25","AY25",NA,NA,NA,NA
"706","CTAN-452","SP25","AY25",NA,NA,NA,NA
"715","CTAN-454","SP25","AY25",NA,NA,NA,NA
"710","CTAN-460","SP25","AY25",NA,NA,NA,NA
"707","CTAN-462","SP25","AY25",NA,NA,NA,NA
"712","CTAN-465","SP25","AY25",NA,NA,NA,NA
"711","CTAN-480","SP25","AY25","creature",15,"#56C02B",1
"709","CTAN-495","SP25","AY25",NA,NA,NA,NA
"708","CTAN-496","SP25","AY25",NA,NA,NA,NA
"717","CTAN-497","SP25","AY25","artificial intelligence",9,"#FD6925",1
"714","CTAN-502","SP25","AY25","imaging",9,"#FD6925",1
"716","CTAN-503","SP25","AY25",NA,NA,NA,NA
"731","CTAN-504","SP25","AY25",NA,NA,NA,NA
"732","CTAN-509","SP25","AY25","vehicles",11,"#FD9D24",1
"732","CTAN-509","SP25","AY25","urban",11,"#FD9D24",1
"732","CTAN-509","SP25","AY25","rocks",15,"#56C02B",1
"723","CTAN-510","SP25","AY25",NA,NA,NA,NA
"720","CTAN-511","SP25","AY25",NA,NA,NA,NA
"728","CTAN-535","SP25","AY25",NA,NA,NA,NA
"703","CTAN-536","SP25","AY25",NA,NA,NA,NA
"721","CTAN-543","SP25","AY25",NA,NA,NA,NA
"722","CTAN-547","SP25","AY25",NA,NA,NA,NA
"725","CTAN-563","SP25","AY25",NA,NA,NA,NA
"734","CTAN-564","SP25","AY25",NA,NA,NA,NA
"735","CTAN-565","SP25","AY25",NA,NA,NA,NA
"736","CTAN-572","SP25","AY25",NA,NA,NA,NA
"719","CTAN-588","SP25","AY25",NA,NA,NA,NA
"730","CTAN-592","SP25","AY25",NA,NA,NA,NA
"724","CTAN-593","SP25","AY25",NA,NA,NA,NA
"738","CTCS-150","SP25","AY25","policy",16,"#00689D",1
"737","CTCS-190","SP25","AY25",NA,NA,NA,NA
"739","CTCS-191","SP25","AY25",NA,NA,NA,NA
"740","CTCS-192","SP25","AY25","race",10,"#DD1367",2
"740","CTCS-192","SP25","AY25","class and gender",5,"#FF3A21",1
"741","CTCS-201","SP25","AY25","war",16,"#00689D",1
"742","CTCS-300","SP25","AY25",NA,NA,NA,NA
"755","CTCS-394","SP25","AY25",NA,NA,NA,NA
"743","CTCS-402","SP25","AY25",NA,NA,NA,NA
"744","CTCS-403","SP25","AY25",NA,NA,NA,NA
"756","CTCS-407","SP25","AY25","african american",10,"#DD1367",3
"756","CTCS-407","SP25","AY25","politics",16,"#00689D",1
"745","CTCS-409","SP25","AY25","censorship",16,"#00689D",2
"746","CTCS-411","SP25","AY25","cultural",10,"#DD1367",4
"747","CTCS-412","SP25","AY25","feminist",5,"#FF3A21",1
"747","CTCS-412","SP25","AY25","sexuality",5,"#FF3A21",2
"747","CTCS-412","SP25","AY25","sexuality",10,"#DD1367",2
"748","CTCS-464","SP25","AY25","cultural",10,"#DD1367",1
"749","CTCS-464","SP25","AY25","cultural",10,"#DD1367",1
"759","CTCS-464","SP25","AY25","cultural",10,"#DD1367",1
"750","CTCS-466","SP25","AY25",NA,NA,NA,NA
"751","CTCS-467","SP25","AY25",NA,NA,NA,NA
"752","CTCS-468","SP25","AY25","unions",8,"#A21942",1
"752","CTCS-468","SP25","AY25","political",16,"#00689D",1
"753","CTCS-469","SP25","AY25",NA,NA,NA,NA
"760","CTCS-501","SP25","AY25",NA,NA,NA,NA
"761","CTCS-503","SP25","AY25","cultural",10,"#DD1367",1
"762","CTCS-505","SP25","AY25","cultural",10,"#DD1367",1
"757","CTCS-510","SP25","AY25","cultural",10,"#DD1367",1
"757","CTCS-510","SP25","AY25","diaspora",10,"#DD1367",1
"763","CTCS-517","SP25","AY25","cultural",10,"#DD1367",2
"754","CTCS-518","SP25","AY25",NA,NA,NA,NA
"758","CTCS-569","SP25","AY25",NA,NA,NA,NA
"764","CTCS-673","SP25","AY25",NA,NA,NA,NA
"793","CTIN-191","SP25","AY25","education",4,"#C5192D",1
"781","CTIN-252","SP25","AY25","ideation",9,"#FD6925",1
"797","CTIN-289","SP25","AY25","prototyping",9,"#FD6925",1
"779","CTIN-290","SP25","AY25",NA,NA,NA,NA
"783","CTIN-291","SP25","AY25",NA,NA,NA,NA
"782","CTIN-295","SP25","AY25",NA,NA,NA,NA
"791","CTIN-391","SP25","AY25",NA,NA,NA,NA
"799","CTIN-396","SP25","AY25",NA,NA,NA,NA
"800","CTIN-401","SP25","AY25",NA,NA,NA,NA
"777","CTIN-404","SP25","AY25",NA,NA,NA,NA
"801","CTIN-406","SP25","AY25",NA,NA,NA,NA
"785","CTIN-411","SP25","AY25",NA,NA,NA,NA
"784","CTIN-420","SP25","AY25",NA,NA,NA,NA
"773","CTIN-444","SP25","AY25",NA,NA,NA,NA
"768","CTIN-458","SP25","AY25",NA,NA,NA,NA
"766","CTIN-463","SP25","AY25",NA,NA,NA,NA
"771","CTIN-464","SP25","AY25","cultural",10,"#DD1367",1
"792","CTIN-468","SP25","AY25",NA,NA,NA,NA
"794","CTIN-478","SP25","AY25",NA,NA,NA,NA
"787","CTIN-480","SP25","AY25",NA,NA,NA,NA
"789","CTIN-482","SP25","AY25",NA,NA,NA,NA
"790","CTIN-485","SP25","AY25","artificial intelligence",9,"#FD6925",1
"798","CTIN-487","SP25","AY25",NA,NA,NA,NA
"765","CTIN-488","SP25","AY25",NA,NA,NA,NA
"767","CTIN-489","SP25","AY25","ideation",9,"#FD6925",1
"767","CTIN-489","SP25","AY25","prototyping",9,"#FD6925",1
"770","CTIN-492","SP25","AY25",NA,NA,NA,NA
"772","CTIN-493","SP25","AY25",NA,NA,NA,NA
"788","CTIN-497","SP25","AY25",NA,NA,NA,NA
"786","CTIN-503","SP25","AY25","medicine",3,"#4C9F38",1
"786","CTIN-503","SP25","AY25","healthcare",3,"#4C9F38",1
"786","CTIN-503","SP25","AY25","public health",3,"#4C9F38",1
"795","CTIN-510","SP25","AY25","innovation",9,"#FD6925",1
"780","CTIN-532","SP25","AY25","prototyping",9,"#FD6925",1
"775","CTIN-542","SP25","AY25","prototyping",9,"#FD6925",1
"774","CTIN-544","SP25","AY25",NA,NA,NA,NA
"776","CTIN-548","SP25","AY25",NA,NA,NA,NA
"769","CTIN-583","SP25","AY25",NA,NA,NA,NA
"778","CTIN-591","SP25","AY25","innovative",9,"#FD6925",1
"796","CTIN-593","SP25","AY25","healthcare",3,"#4C9F38",1
"802","CTPR-285","SP25","AY25",NA,NA,NA,NA
"804","CTPR-288","SP25","AY25",NA,NA,NA,NA
"805","CTPR-290","SP25","AY25",NA,NA,NA,NA
"806","CTPR-294","SP25","AY25",NA,NA,NA,NA
"807","CTPR-295","SP25","AY25",NA,NA,NA,NA
"808","CTPR-310","SP25","AY25",NA,NA,NA,NA
"809","CTPR-327","SP25","AY25",NA,NA,NA,NA
"810","CTPR-335","SP25","AY25",NA,NA,NA,NA
"811","CTPR-340","SP25","AY25",NA,NA,NA,NA
