"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"21053","JOUR-528","ANSC",773,3,3,"Summer Digital Journalism Immersion","C","","Y","9:00","12:00","MTWHF",15,"B","Cohn, Gary;Matorin, David","ANN305",15,"A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling.","Annenberg School for Communication and Journalism","JOUR","20212"
"21054","JOUR-528","ANSC",773,3,3,"Summer Digital Journalism Immersion","C","","Y","9:00","12:00","MTWHF",15,"B","Fogarty, Heather, John;Pierce, Barbara, Hyde","ANN409ABC",15,"A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling.","Annenberg School for Communication and Journalism","JOUR","20212"
"21055","JOUR-528","ANSC",773,3,3,"Summer Digital Journalism Immersion","C","","Y","9:00","12:00","MTWHF",15,"B","Osmon, Erin;Rothbart, Lewis","ANN307",15,"A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling.","Annenberg School for Communication and Journalism","JOUR","20212"
"21056","JOUR-528","ANSC",773,3,3,"Summer Digital Journalism Immersion","C","","Y","9:00","12:00","MTWHF",13,"A","Lee, May, H.;Kwong, Daniella, Elizabeth","ONLINE",13,"A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling.","Annenberg School for Communication and Journalism","JOUR","20212"
"21061","PR-539","ANSC",57,3,3,"Lifestyle Public Relations Audience Engagement","C","","Y","18:00","21:45","H",7,"A","Lynch, Brenda, Eileen","ONLINE",7,"Examines engagement/activation as well as the nuances of lifestyle practitioner. Dissects segments such as towns and neighborhoods; race/ethnicity by cultural practices/nuances.","Annenberg School for Communication and Journalism","PR","20212"
"21062","PR-536","ANSC",57,3,3,"Digital, Social and Mass Media Public Relations Strategies","C","","Y","18:00","21:45","M",14,"A","Leveque, Matthew, K","ONLINE",14,"Analysis of shifting media environment; development and execution of multi-platform campaigns based on organizational goals and audience characteristics.","Annenberg School for Communication and Journalism","PR","20212"
"21130","JOUR-579","ANSC",59,1,1,"Journalism Internship","C","","Y","TBA","TBA","",4,"A","Pape, Eric","ONLINE",4,"Field experience in journalism, public relations, or related field.","Annenberg School for Communication and Journalism","JOUR","20212"
"21131","JOUR-579","ANSC",51,1,1,"Journalism Internship","C","","Y","TBA","TBA","",2,"A","Pape, Eric","ONLINE",2,"Field experience in journalism, public relations, or related field.","Annenberg School for Communication and Journalism","JOUR","20212"
"21132","JOUR-579","ANSC",51,1,2,"Journalism Internship","C","","Y","TBA","TBA","",1,"","Pape, Eric","OFFICE",1,"Field experience in journalism, public relations, or related field.","Annenberg School for Communication and Journalism","JOUR","20212"
"21137","JOUR-590","ANSC",955,1,12,"Directed Research","C","","Y","TBA","TBA","",4,"","Seidenberg, Willa;Gonzales, Vince","OFFICE",4,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21138","JOUR-590","ANSC",138,1,12,"Directed Research","C","","Y","TBA","TBA","",1,"","Mittelstaedt, Alan, Michael","OFFICE",1,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21139","JOUR-590","ANSC",57,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21140","JOUR-590","ANSC",50,1,12,"Directed Research","C","","Y","TBA","TBA","",1,"","Hernandez, Robert","OFFICE",1,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21141","JOUR-590","ANSC",50,1,12,"Directed Research","C","","Y","TBA","TBA","",1,"","Richardson, Allissa","OFFICE",1,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21142","JOUR-590","ANSC",51,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21143","JOUR-590","ANSC",59,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21144","JOUR-590","ANSC",53,1,12,"Directed Research","C","","Y","TBA","TBA","",2,"","Plocek, Keith","OFFICE",2,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21145","PR-590","ANSC",59,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","Annenberg School for Communication and Journalism","PR","20212"
"21146","PR-590","ANSC",50,1,12,"Directed Research","C","","Y","TBA","TBA","",1,"","Cook, Fred","OFFICE",1,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","Annenberg School for Communication and Journalism","PR","20212"
"21147","PR-590","ANSC",51,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","Annenberg School for Communication and Journalism","PR","20212"
"21148","PR-590","ANSC",57,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","Annenberg School for Communication and Journalism","PR","20212"
"21149","PR-590","ANSC",57,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","Annenberg School for Communication and Journalism","PR","20212"
"21173","JOUR-594A","ANSC",59,2,2,"Master's Thesis","C","","Y","TBA","TBA","",0,"","Seidenberg, Willa","OFFICE",0,"Credit on acceptance of thesis.","Annenberg School for Communication and Journalism","JOUR","20212"
"21174","JOUR-594A","ANSC",59,2,2,"Master's Thesis","C","","Y","TBA","TBA","",1,"","Tolan, Sandy","OFFICE",1,"Credit on acceptance of thesis.","Annenberg School for Communication and Journalism","JOUR","20212"
"21175","PR-594A","ANSC",59,2,2,"Master's Thesis","C","","Y","TBA","TBA","",1,"","Floto, Jennifer, Dayle","OFFICE",1,"Credit on acceptance of thesis.","Annenberg School for Communication and Journalism","PR","20212"
"21177","JOUR-594B","ANSC",59,2,2,"Master's Thesis","C","","Y","TBA","TBA","",0,"","Seidenberg, Willa","OFFICE",0,"Credit on acceptance of thesis.","Annenberg School for Communication and Journalism","JOUR","20212"
"21178","JOUR-594B","ANSC",59,2,2,"Master's Thesis","C","","Y","TBA","TBA","",0,"","Tolan, Sandy","OFFICE",0,"Credit on acceptance of thesis.","Annenberg School for Communication and Journalism","JOUR","20212"
"21179","PR-594B","ANSC",59,2,2,"Master's Thesis","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of thesis.","Annenberg School for Communication and Journalism","PR","20212"
"21180","JOUR-594Z","ANSC",59,0,0,"Master's Thesis","C","","Y","TBA","TBA","",2,"","Seidenberg, Willa","OFFICE",2,"Credit on acceptance of thesis. Graded IP/CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21181","JOUR-594Z","ANSC",59,0,0,"Master's Thesis","C","","Y","TBA","TBA","",0,"","Tolan, Sandy","OFFICE",0,"Credit on acceptance of thesis. Graded IP/CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21182","PR-594Z","ANSC",59,0,0,"Master's Thesis","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Credit on acceptance of thesis.","Annenberg School for Communication and Journalism","PR","20212"
"21185","PR-599","ANSC",50,2,2,"Special Topics","C","","Y","15:00","17:05","MW",5,"A","Caplan, Steve","ONLINE",5,"Seminar in selected topics in journalism.","Annenberg School for Communication and Journalism","PR","20212"
"21187","PR-599","ANSC",51,2,2,"Special Topics","C","","Y","15:00","19:10","W",5,"A","Floto, Jennifer, Dayle","ONLINE",5,"Seminar in selected topics in journalism.","Annenberg School for Communication and Journalism","PR","20212"
"21190","JOUR-511","ANSC",773,1,1,"Introduction to Narrative Non-Fiction","C","","Y","13:00","15:00","T",15,"A","Humes, Edward","ONLINE",15,"Summer intensive focusing on long-form, narrative non-fiction; read and critique exemplary long-form pieces; write short exercises that prepare for longer ones.","Annenberg School for Communication and Journalism","JOUR","20212"
"21191","JOUR-511","ANSC",773,1,1,"Introduction to Narrative Non-Fiction","C","","Y","13:00","15:00","T",17,"A","Tolan, Sandy","ONLINE",17,"Summer intensive focusing on long-form, narrative non-fiction; read and critique exemplary long-form pieces; write short exercises that prepare for longer ones.","Annenberg School for Communication and Journalism","JOUR","20212"
"21192","JOUR-511","ANSC",773,1,1,"Introduction to Narrative Non-Fiction","C","","Y","13:00","15:00","T",16,"A","Getz, Arlene","ONLINE",16,"Summer intensive focusing on long-form, narrative non-fiction; read and critique exemplary long-form pieces; write short exercises that prepare for longer ones.","Annenberg School for Communication and Journalism","JOUR","20212"
"21193","PR-561","ANSC",169,4,4,"Principles of Public Relations","C","","Y","TBA","TBA","",23,"A","Jackson, Laura, Min","ONLINE",23,"Practical and theoretical survey of the public relations profession as it is currently practiced, providing a social/contextual backdrop for further study of the field.","Annenberg School for Communication and Journalism","PR","20212"
"21194","JOUR-503","ANSC",773,1,1,"Visual Literacy and Introduction to Documentary Storytelling","C","","Y","13:00","15:00","M",17,"B","Birman, Daniel, H","ANN404",17,"An introduction to visual literacy and documentary storytelling. Explore the choices behind visual storytelling that can be applied to long form video journalism.","Annenberg School for Communication and Journalism","JOUR","20212"
"21195","JOUR-512","ANSC",138,2,2,"Advanced Interpretive Writing","C","","Y","14:00","16:05","TH",9,"A","Mittelstaedt, Alan, Michael","ONLINE",9,"Analysis and writing of editorials, essays, Op-Ed page articles, profiles, and other shorter forms of journalism, combined with study of historic practitioners of those forms.","Annenberg School for Communication and Journalism","JOUR","20212"
"21196","JOUR-515","ANSC",773,1,1,"Introduction to Audio Storytelling","C","","Y","13:00","15:00","W",14,"","Seidenberg, Willa","ANN210",14,"Introduction to audio reporting and production skills: recording, interviewing, writing and editing for audio, and vocal delivery. Skills applicable for broadcast, podcasting or Web.","Annenberg School for Communication and Journalism","JOUR","20212"
"21197","JOUR-508","ANSC",773,1,1,"Introduction to Video Reporting","C","","Y","13:00","15:00","M",10,"","Gonzales, Vince","ANN308",10,"Write, shoot and edit video under deadline; produce high quality work in the Media Center.","Annenberg School for Communication and Journalism","JOUR","20212"
"21199","JOUR-504","ANSC",773,1,1,"Introduction to Emerging Technology","C","","Y","13:00","15:00","T",4,"","Hernandez, Robert","ANN210",4,"Introduction to software to produce augmented reality and virtual reality experiences using wearable devices (watches and glasses), sensors and drones.","Annenberg School for Communication and Journalism","JOUR","20212"
"214","PDF-999","RNR",74,0,0,"Postdoctoral Fellows","C","","Y","TBA","TBA","",243,"","","OFFICE",243,"Course created for visiting postdoctoral fellows scholars.  The course is created for enrollment purposes, zero units, full time status, scheduled in session 018, and never appears in the student academic records system.","Registrar's Office","PDF","20212"
"21444","JOUR-590","ANSC",773,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Annenberg School for Communication and Journalism","JOUR","20212"
"21621","JOUR-598","ANSC",138,4,4,"Journalism Capstone Project","C","","Y","9:00","11:50","MWF",11,"A","Bellantoni, Christina;Pecot-Hebert, Lisa","ONLINE",11,"Production of a journalism capstone project with multimedia elements for a masters degree. Projects can be single stand-alone pieces, or series of pieces.","Annenberg School for Communication and Journalism","JOUR","20212"
"21701","CMGT-500","ANSC",169,4,4,"Managing Communication","C","","Y","TBA","TBA","",44,"A","Neff, Jessica, Janine;Demetriades, Stefanie, Zoe;Matthews, Julia, Maggie","ONLINE",44,"Production and distribution of information within large organizations; information networks, organization structure, control and decision-making functions. Resources necessary for effective organizational communication systems.","Annenberg School for Communication and Journalism","CMGT","20212"
"21715","CMGT-508","ANSC",169,4,4,"Communicating Strategy and Change","C","","Y","TBA","TBA","",25,"A","Martinez, Cynthia, A.","ONLINE",25,"Examination of role of communication in developing and implementing business strategy; critical assessment and practice with models, tools, and techniques for communicating change.","Annenberg School for Communication and Journalism","CMGT","20212"
"21719","CMGT-510","ANSC",169,4,4,"Communication, Values, Attitudes and Behavior","C","","Y","TBA","TBA","",76,"A","Muthuswamy, Nithya;Rhoads, Kelton, L;Felt, Laurel, J.","ONLINE",76,"Theory and research on value and attitude formation and change; consequences for communication and behavior.","Annenberg School for Communication and Journalism","CMGT","20212"
"21753","CMGT-540","ANSC",169,4,4,"Uses of Communication Research","C","","Y","TBA","TBA","",38,"A","Curtis, Mathew, Henry;Kirschner, Julianna, Jeanine;Muthuswamy, Nithya","ONLINE",38,"Applications of both data and interpretation in communications management. Topics include: audience ratings, surveys, experimental tests of programs and campaigns, formative evaluation, secondary data sources.","Annenberg School for Communication and Journalism","CMGT","20212"
"21772","CMGT-555","ANSC",169,4,4,"Online Marketing Communication Development and Analysis","C","","Y","TBA","TBA","",53,"A","Framroze, Mayanna;Pade, Courtney;Neff, Jessica, Janine","ONLINE",53,"Analysis and development of online communication and marketing campaigns; exploration of current Internet best practices in social media, SEM, privacy, location-based marketing, and online measurement.","Annenberg School for Communication and Journalism","CMGT","20212"
"21786","CMGT-568","ANSC",59,4,4,"Influencer Strategies","C","","Y","18:00","22:10","W",27,"A","Nager, Freddy, Tran","ONLINE",27,"Students master skills and strategies to distinguish the truly influential from the merely popular, manage international influencer campaigns and develop successful influencers.","Annenberg School for Communication and Journalism","CMGT","20212"
"21802","CMGT-584","ANSC",59,4,4,"Communication and the Multicultural Marketplace","C","","Y","18:00","22:10","M",24,"A","Turndorf, Ariela, Nerubay","ONLINE",24,"Popular culture and marketing communication; race, gender, sexual orientation and consumer culture; consumption patterns and identity, loyalty and self-actualization; cultural marketing campaigns and socio-political conflict.","Annenberg School for Communication and Journalism","CMGT","20212"
"21808","CMGT-589","ANSC",169,4,4,"Storytelling, Culture and Experiential Communication","C","","Y","TBA","TBA","",76,"A","Framroze, Mayanna;Akira, Styles, Infinite;Kirschner, Julianna, Jeanine","ONLINE",76,"How to communicate through storytelling in contemporary culture. Strategic story development for brands, for self-branding, and for social impact. Story creation utilizes narrative theories and workshop-style participatory activities.","Annenberg School for Communication and Journalism","CMGT","20212"
"21809","CMGT-590","ANSC",51,1,12,"Directed Research","C","","Y","TBA","TBA","",1,"","Riley, Patricia","OFFICE",1,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the school. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21810","CMGT-590","ANSC",51,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the school. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21812","CMGT-590","ANSC",59,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","Lee, Ben","OFFICE",0,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the school. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21813","CMGT-590","ANSC",59,1,12,"Directed Research","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the school. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21819","CMGT-591","ANSC",51,2,2,"Communication Internship","C","","Y","TBA","TBA","",1,"","Riley, Patricia","OFFICE",1,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21820","CMGT-591","ANSC",51,2,2,"Communication Internship","C","","Y","TBA","TBA","",1,"","Baroffio, Daniela","OFFICE",1,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21821","CMGT-591","ANSC",51,1,1,"Communication Internship","C","","Y","TBA","TBA","",8,"","Baroffio, Daniela","OFFICE",8,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21822","CMGT-591","ANSC",51,1,1,"Communication Internship","C","","Y","TBA","TBA","",0,"","Lee, Ben","OFFICE",0,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21823","CMGT-591","ANSC",59,1,1,"Communication Internship","C","","Y","TBA","TBA","",1,"","Riley, Patricia","OFFICE",1,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21824","CMGT-591","ANSC",59,1,1,"Communication Internship","C","","Y","TBA","TBA","",0,"","Lee, Ben","OFFICE",0,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21825","CMGT-591","ANSC",59,1,1,"Communication Internship","C","","Y","TBA","TBA","",1,"","Dunbar-Hester, Christina","OFFICE",1,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21826","CMGT-591","ANSC",59,1,1,"Communication Internship","C","","Y","TBA","TBA","",0,"","Baroffio, Daniela","OFFICE",0,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21827","CMGT-591","ANSC",59,1,1,"Communication Internship","C","","Y","TBA","TBA","",0,"","","OFFICE",0,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21828","CMGT-591","ANSC",59,2,2,"Communication Internship","C","","Y","TBA","TBA","",1,"","Riley, Patricia","OFFICE",1,"Field experience in applying communication principles to settings in organizations, campaigns, or other contexts; analysis and assessment of issues and problems. Graded CR/NC.","Annenberg School for Communication and Journalism","CMGT","20212"
"21837","CMGT-597A","ANSC",169,2,2,"Communication Research Practicum","C","","Y","TBA","TBA","",5,"A","Lee, Ben","ONLINE",5,"Students design and produce an original project appropriate for their emphasis area within the Master of Communication degree. Open to Master of Communication Management students only. Prerequisites: CMGT 501 and CMGT 540. Duplicates credit in former CMGT 597.","Annenberg School for Communication and Journalism","CMGT","20212"
"21842","CMGT-597B","ANSC",169,2,2,"Communication Research Practicum","C","","Y","TBA","TBA","",4,"A","Lee, Ben","ONLINE",4,"Students design and produce an original project appropriate for their emphasis area within the Master of Communication degree. Open to Master of Communication Management students only. (Duplicates credit in former CMGT 597).","Annenberg School for Communication and Journalism","CMGT","20212"
"21843","CMGT-599","ANSC",59,4,4,"Special Topics","C","","Y","18:00","22:10","T",17,"A","Hirsch, Jeffrey","ONLINE",17,"","Annenberg School for Communication and Journalism","CMGT","20212"
"21890","DSM-596","ANSC",59,4,4,"Final Project Capstone","C","","Y","18:00","22:10","T",6,"A","Nager, Freddy, Tran","ONLINE",6,"Students produce a working site, app or embedded social platform project with digital/multimedia elements. Development includes pitching, conceptualization and launching of the final project.","Annenberg School for Communication and Journalism","DSM","20212"
"22012","COLT-250","LASH",50,4,4,"Cultures of Latin America","CD","","Y","13:00","15:50","MWF",12,"A","Nivar Ortiz, Nike, Reny","ONLINE",12,"Comparative study of Latin American cultures, especially vis-a-vis those of Europe and the U.S. Materials drawn from literature, but also film, opera, history, cultural theory.","LAS- Humanities","COLT","20212"
"22035","COLT-373","LASH",50,4,4,"Literature and Film","C","","Y","13:00","16:50","TH",9,"A","Lippit, Akira Mizuta","ONLINE",9,"Examines literature and film as distinct modes of representation, narration, and structuring of time, language, memory, and visuality.","LAS- Humanities","COLT","20212"
"22070","COLT-490","LAS",59,1,8,"Directed Research","C","","Y","TBA","TBA","",0,"B","Moudileno, Lydie, Esther","OFFICE",0,"Individual research and readings. Not available for graduate credit.","Dana and David Dornsife College of Letters, Arts and Sciences","COLT","20212"
"22071","COLT-495","LASH",59,4,4,"Senior Honors Thesis","C","","Y","TBA","TBA","",1,"B","Moudileno, Lydie, Esther","OFFICE",1,"Writing of an honors thesis under individual faculty supervision.","LAS- Humanities","COLT","20212"
"22078","CSLC-596","LAS",59,1,3,"Internship for Curricular Practical Training","C","","Y","TBA","TBA","",0,"B","","TBA",0,"Part-time or full-time practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least on semester of enrollment in the graduate program.","Dana and David Dornsife College of Letters, Arts and Sciences","CSLC","20212"
"22085","CSLC-590","LASH",59,1,8,"Directed Research","C","","Y","TBA","TBA","",0,"B","Gutierrez-Albilla, Julian","OFFICE",0,"Research leading to the master's degree.  Graded CR/NC. Duplicates credit in former COLT 590.","LAS- Humanities","CSLC","20212"
"22094","CSLC-790","LASH",59,1,8,"Research","C","","Y","TBA","TBA","",0,"B","Gutierrez-Albilla, Julian","OFFICE",0,"Research leading to the doctorate. Maximum units that may be applied to the degree to be determined by the department. Graded CR/NC.","LAS- Humanities","CSLC","20212"
"22302","CBY-585","DENT",58,3,3,"Systematic Research Writing","C","","Y","TBA","TBA","",6,"","Schneir, Michael, Lewis","OFFICE",6,"Enhancement of critical research thinking by fulfilling anticipated conceptual components of the journal article; perfection of writing skills by correcting inter- and intrasentence flaws.","Ostrow School of Dentistry","CBY","20212"
"22304","CBY-590","DENT",59,1,12,"Directed Research","C","","Y","TBA","TBA","",7,"","Paine, Michael, Lansdell","OFFICE",7,"Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Ostrow School of Dentistry","CBY","20212"
"22308","CBY-671","DENT",59,2,2,"Epistemology and Ethos of Bioscience","C","","Y","TBA","TBA","",0,"","Paine, Michael, Lansdell","OFFICE",0,"Classical and contemporary thought on knowledge acquisition, truth, and method as applied to bioscience; characteristic spirit, beliefs, and moral assumptions of bioscientists in modern history.","Ostrow School of Dentistry","CBY","20212"
"22310","CBY-790","DENT",59,1,12,"Research","C","","Y","TBA","TBA","",12,"","Paine, Michael, Lansdell","OFFICE",12,"Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","Ostrow School of Dentistry","CBY","20212"
"22312","CBY-794B","DENT",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",1,"","Paine, Michael, Lansdell","OFFICE",1,"Credit on acceptance of Dissertation. Graded CR/NC.","Ostrow School of Dentistry","CBY","20212"
"22313","CBY-794C","DENT",59,2,2,"Doctoral Dissertation","C","","Y","TBA","TBA","",1,"","Paine, Michael, Lansdell","OFFICE",1,"Credit on acceptance of Dissertation. Graded CR/NC.","Ostrow School of Dentistry","CBY","20212"
"22315","CBY-794Z","DENT",59,0,0,"Doctoral Dissertation","C","","Y","TBA","TBA","",2,"","Paine, Michael, Lansdell","OFFICE",2,"Credit on acceptance of Dissertation. Graded CR/NC.","Ostrow School of Dentistry","CBY","20212"
"22492","DANC-149","DANC",104,0,0,"Kaufman Summer Bridge","C","","Y","9:00","15:30","MTWHF",4,"","Kopcsak, Jackie;Finley, Gillian;Hentis, Marisa;Bong, Tiffany;O'Neal, Amy;Marshall, Sarah Anindo;McDaniel, Achinta, S;Knight, Saleemah;Bogunovic, Molly","TBA",4,"Pre-professional technique, repertory and composition studies in a studio setting.","Glorya Kaufman School of Dance","DANC","20212"
"22493","DANC-149","DANC",104,0,0,"Kaufman Summer Bridge","C","","Y","9:00","12:30","MTWHF",13,"","Kopcsak, Jackie;Bogunovic, Molly;Bong, Tiffany;Hentis, Marisa;Finley, Gillian;O'Neal, Amy;McDaniel, Achinta, S;Marshall, Sarah Anindo;Knight, Saleemah","TBA",13,"Pre-professional technique, repertory and composition studies in a studio setting.","Glorya Kaufman School of Dance","DANC","20212"
"22494","DANC-149","DANC",104,0,0,"Kaufman Summer Bridge","C","","Y","TBA","TBA","",2,"A","Kopcsak, Jackie;Bogunovic, Molly;Bong, Tiffany;Finley, Gillian;Hentis, Marisa;O'Neal, Amy;McDaniel, Achinta, S;Marshall, Sarah Anindo;Knight, Saleemah","ONLINE",2,"Pre-professional technique, repertory and composition studies in a studio setting.","Glorya Kaufman School of Dance","DANC","20212"
"22583","DANC-495","DANC",50,1,6,"Dance Internship","C","","Y","TBA","TBA","",0,"","Durden, E. Moncell","OFFICE",0,"Practical experience linked with information and learned skills. Providing supervised field application of dance theories and practices within an employment context in dance.","Glorya Kaufman School of Dance","DANC","20212"
"22584","DANC-495","DANC",51,1,6,"Dance Internship","C","","Y","TBA","TBA","",1,"A","Durden, E. Moncell","ONLINE",1,"Practical experience linked with information and learned skills. Providing supervised field application of dance theories and practices within an employment context in dance.","Glorya Kaufman School of Dance","DANC","20212"
"22600","ADNT-710","DENT",990,5,5,"Internship: Dental Education","C","","Y","TBA","TBA","",10,"","Roges, Rafael","OFFICE",10,"Practical experience teaching predoctoral students. Units and hours variable.","Ostrow School of Dentistry","ADNT","20212"
"22601","ADNT-703J","DENT",394,2,2,"Seminar: Combined Treatment Planning","C","","Y","TBA","TBA","",4,"","Chee, Winston;Kar, Kian","OFFICE",4,"Interdisciplinary consideration of complex cases which involve several of the dental specialities.  Graded CR/NC.","Ostrow School of Dentistry","ADNT","20212"
"22602","ADNT-703F","DENT",370,2,2,"Seminar: Combined Treatment Planning","C","","Y","TBA","TBA","",4,"","Chee, Winston;Kar, Kian","OFFICE",4,"Interdisciplinary consideration of complex cases which involve several of the dental specialities.  Graded CR/NC.","Ostrow School of Dentistry","ADNT","20212"
"22604","ADNT-703C","DENT",369,2,2,"Seminar: Combined Treatment Planning","C","","Y","TBA","TBA","",4,"","Chee, Winston;Kar, Kian","OFFICE",4,"Interdisciplinary consideration of complex cases which involve several of the dental specialties.","Ostrow School of Dentistry","ADNT","20212"
"22605","ADNT-703I","DENT",30,2,2,"Seminar: Combined Treatment Planning","C","","Y","TBA","TBA","",6,"","Chee, Winston","OFFICE",6,"Interdisciplinary consideration of complex cases which involve several of the dental specialities.  Graded CR/NC.","Ostrow School of Dentistry","ADNT","20212"
"22606","ADNT-703A","DENT",24,0,0,"Seminar: Combined Treatment Planning","C","","Y","TBA","TBA","",4,"","Chee, Winston;Kar, Kian","OFFICE",4,"Interdisciplinary consideration of complex cases which involve several of the dental specialties.","Ostrow School of Dentistry","ADNT","20212"
"22607","ADNT-703E","DENT",10,2,2,"Seminar: Combined Treatment Planning","C","","Y","TBA","TBA","",5,"","Chee, Winston","OFFICE",5,"Interdisciplinary consideration of complex cases which involve several of the dental specialties.","Ostrow School of Dentistry","ADNT","20212"
